X,Y,fid,ObjectID,Rodzaj_inw,Możliwoś,Powierzchn,Pojemnoś_,Subiektywn,Rodzaj_obi,Przeznacze,Województ,Powiat,Adres,x,y,ObjectId2,Gmina,Miejscowosc
2127048.94598323,6591236.98984391,23905,59035,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,387,258,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Stanisława Wodzickiego 109, 42-218, Częstochowa, Śląskie, POL",19.1076057824705,50.8297695602048,165520,,
2128497.18553149,6591609.1250619,23906,83149,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,431,287,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Eugeniusza Romera 6, 42-215, Częstochowa, Woj. Śląskie, POL",19.1206155396832,50.8318810069526,165522,,
2128325.8671205,6589403.60957935,23907,83173,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,1665,1110,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"aleja Armii Krajowej 12/30, 42-202, Częstochowa, Śląskie, POL",19.1190765602128,50.8193658050112,165523,,
2128466.23502976,6591678.95005058,23908,83300,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,431,287,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Inwalidów Wojennych 4, 42-215, Częstochowa, Woj. Śląskie, POL",19.1203375065957,50.8322771742004,165524,,
2128536.3873405,6591684.83289881,23909,83405,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,431,287,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Inwalidów Wojennych 6, 42-215, Częstochowa, Woj. Śląskie, POL",19.1209676955252,50.8323105516647,165525,,
2128594.21272246,6591644.13252745,23910,83473,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,431,287,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Inwalidów Wojennych 8, 42-215, Częstochowa, Woj. Śląskie, POL",19.1214871497695,50.8320796298366,165526,,
2128509.33181912,6589181.32793677,23911,83521,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,546,364,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Księcia Adama Jerzego Czartoryskiego 13, 42-202, Częstochowa, Śląskie, POL",19.1207246516415,50.818104281289,165527,,
2128663.44372333,6591456.00744849,23912,83659,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,792,528,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Gabrieli Zapolskiej 16, 42-215, Częstochowa, Woj. Śląskie, POL",19.1221090624316,50.8310122491255,165528,,
2128635.35552132,6591390.03880853,23913,83736,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,792,528,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Gabrieli Zapolskiej 14, 42-215, Częstochowa, Woj. Śląskie, POL",19.1218567418199,50.8306379516547,165529,,
2128602.47938615,6589204.45221945,23914,83762,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,546,364,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Księcia Adama Jerzego Czartoryskiego 7/9, 42-202, Częstochowa, Śląskie, POL",19.1215614104729,50.8182355210255,165530,,
2128639.37280836,6591332.1681598,23915,83796,[1] - Ropoznanie operacyjne,[3] - droga nieutwardzona,792,528,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Gabrieli Zapolskiej 12, 42-215, Częstochowa, Woj. Śląskie, POL",19.1218928297234,50.8303095986601,165531,,
2128637.52702706,6591270.93167607,23916,83875,[1] - Ropoznanie operacyjne,[3] - droga nieutwardzona,792,528,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Gabrieli Zapolskiej 10, 42-215, Częstochowa, Woj. Śląskie, POL",19.1218762487879,50.8299621456972,165532,,
2128626.24403946,6589326.21345066,23917,83925,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,1084,723,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Księcia Adama Jerzego Czartoryskiego 2/4, 42-202, Częstochowa, Śląskie, POL",19.1217748919858,50.8189265595944,165533,,
2128648.71028653,6591211.43239724,23918,83947,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,792,528,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Gabrieli Zapolskiej 8, 42-215, Częstochowa, Woj. Śląskie, POL",19.121976709717,50.8296245470769,165534,,
2128658.26491431,6591151.607394,23919,83994,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,792,528,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Gabrieli Zapolskiej 6, 42-215, Częstochowa, Woj. Śląskie, POL",19.1220625403987,50.8292850978362,165535,,
2128711.84917343,6591100.30793389,23920,84092,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,365,243,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica gen. Jozefa Wybickiego 6, 42-215, Częstochowa, Czestochowa, Woj. Slaskie, POL",19.1225438959882,50.828994020871,165536,,
2128751.22560436,6591055.9591525,23921,84156,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,365,243,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica gen. Jozefa Wybickiego 4, 42-215, Częstochowa, Czestochowa, Woj. Slaskie, POL",19.1228976204856,50.8287423811128,165537,,
2128646.53756215,6591074.20048628,23922,84278,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,448,299,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Kiedrzyńska 108, 42-215, Częstochowa, Czestochowa, Woj. Śląskie, POL",19.1219571918018,50.8288458845679,165538,,
2128645.7775353,6591013.8326058,23923,84321,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,448,299,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Kiedrzyńska 106, 42-215, Częstochowa, Czestochowa, Woj. Śląskie, POL",19.1219503643644,50.8285033492971,165539,,
2128933.75412741,6589976.80236356,23924,84329,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,272,181,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Stanisława Worcella 36, 42-202, Częstochowa, Śląskie, POL",19.124537302106,50.8226187112502,165540,,
2128975.55860169,6590040.75548735,23925,84374,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,272,181,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Stanisława Worcella 34, 42-202, Częstochowa, Śląskie, POL",19.1249128380879,50.8229816353247,165541,,
2128666.62399736,6590953.57330014,23926,84375,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,448,299,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Kiedrzyńska 104, 42-215, Częstochowa, Czestochowa, Woj. Śląskie, POL",19.1221376313193,50.8281614275874,165542,,
2128953.07629775,6590116.96238285,23927,84411,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,272,181,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Stanisława Worcella 32, 42-202, Częstochowa, Śląskie, POL",19.1247108761154,50.8234140939727,165543,,
2128753.81351561,6590836.80978438,23928,84431,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,448,299,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Kiedrzyńska 100, 42-215, Częstochowa, Czestochowa, Woj. Śląskie, POL",19.1229208680879,50.827498884101,165544,,
2128940.55148268,6590182.51548746,23929,84461,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,272,181,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Stanisława Worcella 13, 42-202, Częstochowa, Śląskie, POL",19.1245983637873,50.8237860913174,165545,,
2128087.05285168,6588412.14301917,23930,96441,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,800,533,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"aleja Tadeusza Kościuszki 3, 42-202, Częstochowa, Śląskie, POL",19.1169312551353,50.8137386329574,165546,,
2128085.85852311,6588394.82525495,23931,96452,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,800,533,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"aleja Tadeusza Kościuszki 3, 42-202, Częstochowa, Śląskie, POL",19.1169205262992,50.8136403381522,165547,,
2128141.93893474,6588526.28889834,23932,96505,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,800,533,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"aleja Tadeusza Kościuszki 13, 42-202, Częstochowa, Śląskie, POL",19.1174243052083,50.8143865143577,165548,,
2128070.5648439,6588527.40876899,23933,96545,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,400,267,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica ks. Stanisława Staszica 3, 42-202, Częstochowa, Śląskie, POL",19.1167831408414,50.8143928705949,165549,,
2127940.78071608,6588461.20523027,23934,96585,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,60,40,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica ks. Stanisława Staszica 12, 42-202, Częstochowa, Śląskie, POL",19.1156172701848,50.8140171066085,165550,,
2127877.29284012,6588487.91120934,23935,96662,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,100,67,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Jana Kilińskiego 18/20a, 42-202, Częstochowa, Śląskie, POL",19.1150469488915,50.814168687165,165551,,
2127791.22605609,6588456.87230465,23936,96717,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,50,33,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Jana Kilińskiego 18/20, 42-202, Częstochowa, Śląskie, POL",19.114273797816,50.813992513295,165552,,
2128086.43025881,6588476.18300731,23937,96724,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,400,267,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica ks. Stanisława Staszica 13, 42-202, Częstochowa, Śląskie, POL",19.1169256622884,50.8141021190842,165553,,
2127790.74832499,6588524.28510543,23938,96767,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,50,33,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Jana Kilińskiego 22, 42-202, Częstochowa, Woj. Śląskie, POL",19.1142695062845,50.8143751410929,165554,,
2127796.02880139,6588577.3970199,23939,96906,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,80,53,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Jana Kilińskiego 26, 42-202, Częstochowa, Woj. Śląskie, POL",19.1143169416111,50.8146765963924,165556,,
2127887.78839678,6588786.52267176,23940,97075,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,800,533,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Jasnogórska 38, 42-202, Częstochowa, Śląskie, POL",19.1151412320811,50.8158635434667,165557,,
2128060.10962502,6588684.3669363,23941,97174,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,40,27,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica ks. Stanisława Staszica 3, 42-202, Częstochowa, Śląskie, POL",19.1166892200122,50.8152837357668,165558,,
2128084.96277667,6588383.11419953,23942,97180,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,100,67,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Jana Kilińskiego 42/44, 42-202, Częstochowa, Śląskie, POL",19.1169124796721,50.8135738666419,165559,,
2127915.41132665,6588686.00781041,23943,97335,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,120,80,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Jasnogórska 23/25, 42-202, Częstochowa, Śląskie, POL",19.1153893730821,50.8152930489713,165560,,
2128043.89427015,6588873.02564091,23944,97558,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,600,400,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Józefa Sułkowskiego 3/7, 42-202, Częstochowa, Śląskie, POL",19.116543555001,50.8163545047661,165561,,
2128085.87238622,6588908.18933665,23945,97635,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,80,53,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Józefa Sułkowskiego 8, 42-202, Częstochowa, Śląskie, POL",19.1169206508337,50.8165540804141,165562,,
2128098.86655732,6588858.12110644,23946,97666,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,400,267,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Józefa Sułkowskiego 6, 42-202, Częstochowa, Śląskie, POL",19.1170373794587,50.8162699120886,165563,,
2127725.74454255,6588697.99232879,23947,97903,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,80,53,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Jasnogórska 46, 42-202, Częstochowa, Śląskie, POL",19.1136855673716,50.815361070142,165564,,
2127744.8146773,6588738.85694107,23948,98045,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,120,80,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Jasnogórska 46a, 42-202, Częstochowa, Śląskie, POL",19.1138568773068,50.8155930068586,165565,,
2127271.31832547,6588589.60089397,23949,98285,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,140,93,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Jasnogórska 66, 42-217, Częstochowa, Śląskie, POL",19.1096033872085,50.8147458634853,165566,,
2127278.61248365,6588653.07106077,23950,98395,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,120,80,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Jasnogórska 68, 42-202, Częstochowa, Śląskie, POL",19.1096689117463,50.8151061075928,165567,,
2127338.0259678,6588691.61573019,23951,98432,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,100,67,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Jasnogórska 70a, 42-217, Częstochowa, Śląskie, POL",19.1102026321553,50.8153248781533,165568,,
2127275.80786921,6588723.67592762,23952,98542,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,120,80,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Jasnogórska 70 42-217, Częstochowa, Śląskie, POL",19.1096437174661,50.8155068435813,165569,,
2127191.54621493,6588691.97242151,23953,98763,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,140,93,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Partyzantów 8/10, 42-217, Częstochowa, Śląskie, POL",19.1088867821471,50.8153269026453,165570,,
2127196.15563486,6588627.12593057,23954,98911,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,120,80,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Partyzantów 4/6, 42-217, Częstochowa, Śląskie, POL",19.1089281892708,50.8149588485035,165571,,
2127188.25697772,6588566.42715327,23955,98969,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,120,80,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Partyzantów 2, 42-217, Częstochowa, Śląskie, POL",19.1088572344265,50.8146143332261,165572,,
2127182.99537388,6588503.06760306,23956,99016,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,60,40,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Jasnogórska 57, 42-217, Częstochowa, Śląskie, POL",19.108809968635,50.8142547131723,165573,,
2127212.96317987,6588503.28329246,23957,99069,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,140,93,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Jasnogórska 53, 42-217, Częstochowa, Śląskie, POL",19.1090791740165,50.8142559374002,165574,,
2127102.52841809,6588505.32018353,23958,99185,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,150,100,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Jasnogórska 61/65, 42-217, Częstochowa, Śląskie, POL",19.1080871216725,50.8142674985553,165575,,
2126732.72742578,6588534.16923391,23959,99335,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,130,87,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Jasnogórska 104/106, 42-217, Częstochowa, Śląskie, POL",19.1047651428377,50.8144312420783,165576,,
2126970.25775426,6588201.07279799,23960,99662,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,100,67,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"aleja Najświętszej Maryi Panny 62, 42-217, Częstochowa, Śląskie, POL",19.1068989140829,50.812540594327,165577,,
2126986.04431857,6588015.29030023,23961,99837,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,140,93,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"aleja Najświętszej Maryi Panny 69A, 42-217, Częstochowa, Woj. Śląskie, POL",19.1070407272029,50.8114860638728,165578,,
2127779.30516567,6588172.07933647,23962,100231,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,100,67,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Jana Kilińskiego 2/4, 42-202, Częstochowa, Śląskie, POL",19.1141667106354,50.8123760244819,165579,,
2128400.6986355,6587960.81199709,23963,100570,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,60,40,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"aleja Najświętszej Maryi Panny 21, 42-202, Częstochowa, Woj. Śląskie, POL",19.1197487831494,50.811176832007,165580,,
2128279.3796478,6588284.36064731,23964,100838,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,80,53,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"aleja Tadeusza Kościuszki 4, 42-202, Częstochowa, Śląskie, POL",19.1186589561403,50.8130133414303,165581,,
2128399.09821484,6588044.97874758,23965,100991,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,80,53,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"aleja Najświętszej Maryi Panny 21, 42-202, Częstochowa, Śląskie, POL",19.119734406326,50.811654581732,165582,,
2128274.5133977,6588276.15774478,23966,101030,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,80,53,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"aleja Tadeusza Kościuszki 4, 42-202, Częstochowa, Śląskie, POL",19.1186152418719,50.8129667814489,165583,,
2128717.60181586,6588284.27025417,23967,104785,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,80,53,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Tomasza Wilsona 8, 42-202, Częstochowa, Śląskie, POL",19.1225955728544,50.8130128283557,165584,,
2128793.54653578,6588266.13585551,23968,104921,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,80,53,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Tomasza Wilsona 8A, 42-202, Częstochowa, Śląskie, POL",19.1232777958809,50.8129098967677,165585,,
2128799.10028027,6588369.95293489,23969,105045,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,90,60,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Tomasza Wilsona 10/12, 42-202, Częstochowa, Śląskie, POL",19.1233276860165,50.8134991636858,165586,,
2128993.38135626,6588468.17058305,23970,105318,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,80,53,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Giuseppe Garibaldiego 11/13, 42-202, Częstochowa, Śląskie, POL",19.1250729426163,50.8140566413252,165587,,
2129163.51544355,6588495.56713047,23971,105480,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,80,53,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Giuseppe Garibaldiego 10/12, 42-202, Częstochowa, Śląskie, POL",19.1266012831259,50.8142121413428,165588,,
2129401.53928337,6588419.33522335,23972,105722,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,120,80,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Senatorska 11/13, 42-202, Częstochowa, Śląskie, POL",19.1287394876589,50.8137794555051,165589,,
2129389.06510396,6588320.96009756,23973,105862,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,120,80,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Senatorska 7/9, 42-202, Częstochowa, Śląskie, POL",19.1286274301987,50.8132210807127,165590,,
2129550.21714828,6588270.8408533,23974,106024,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,50,33,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Stary Rynek 17, 42-202, Częstochowa, Śląskie, POL",19.1300750836435,50.8129366025493,165591,,
2129644.41019014,6588262.81520447,23975,106154,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,70,47,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Nadrzeczna 35/41, 42-202, Częstochowa, Śląskie, POL",19.1309212341351,50.8128910485921,165592,,
2129733.95109406,6588218.29691647,23976,106296,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,150,100,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Nadrzeczna 34/36, 42-202, Częstochowa, Śląskie, POL",19.1317255937605,50.8126383599059,165593,,
2129719.68594248,6588254.91908566,23977,106461,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,80,53,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Nadrzeczna 42/44, 42-202, Częstochowa, Śląskie, POL",19.1315974477236,50.81284622981,165594,,
2129717.12134487,6588462.72996342,23978,106612,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,40,27,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Nadrzeczna 50, 42-202, Częstochowa, Śląskie, POL",19.1315744095513,50.8140257608598,165595,,
2129755.23264501,6588499.45861618,23979,106738,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,70,47,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Nadrzeczna 52, 42-202, Częstochowa, Śląskie, POL",19.1319167691854,50.814234228978,165596,,
2129711.25684264,6588535.69317817,23980,106849,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,40,27,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Nadrzeczna 54, 42-202, Częstochowa, Śląskie, POL",19.1315217278314,50.8144398917752,165597,,
2129768.53890186,6588570.12764418,23981,106926,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,40,27,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Nadrzeczna 56, 42-202, Częstochowa, Śląskie, POL",19.1320363013244,50.8146353366157,165598,,
2129701.23516168,6588611.73175353,23982,107063,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,40,27,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Nadrzeczna 58, 42-202, Częstochowa, Śląskie, POL",19.1314317015396,50.8148714741805,165599,,
2129754.39511394,6588638.12273132,23983,107150,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,40,27,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Nadrzeczna 60, 42-202, Częstochowa, Śląskie, POL",19.1319092455158,50.8150212640829,165600,,
2129685.30902903,6588679.30209658,23984,107235,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,40,27,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Nadrzeczna 62, 42-202, Częstochowa, Śląskie, POL",19.1312886346558,50.8152549889501,165601,,
2129717.43492905,6588721.91664637,23985,107308,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,40,27,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Nadrzeczna 64, 42-202, Częstochowa, Śląskie, POL",19.1315772265259,50.8154968583722,165602,,
2129666.46648893,6588766.91155104,23986,107483,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,80,53,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Nadrzeczna 66, 42-202, Częstochowa, Śląskie, POL",19.1311193692382,50.8157522367279,165603,,
2129504.54546255,6588939.65485741,23987,107890,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,90,60,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"plac Bohaterów Getta 1/3, 42-202, Częstochowa, Śląskie, POL",19.12966480791,50.8167326659165,165604,,
2129541.20298704,6588851.49627504,23988,108307,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,80,53,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"plac Bohaterów Getta 4/7, 42-202, Częstochowa, Śląskie, POL",19.1299941080553,50.8162323119233,165605,,
2129564.75604453,6592676.34999292,23989,38339,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,348,232,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"Częstochowa, ul. Czecha 10",19.1302056887706,50.8379357724751,165606,,
2127943.50922629,6590695.78654872,23990,59080,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,582,388,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"aleja Armii Krajowej 39, 42-215, Częstochowa, Śląskie, POL",19.1156417808091,50.8266986727557,165608,,
2127953.70083098,6590633.53126712,23991,59185,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,582,388,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"aleja Armii Krajowej 37, 42-215, Częstochowa, Śląskie, POL",19.1157333335517,50.8263454118349,165610,,
2129638.74016128,6592668.53104511,23992,38407,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,409,273,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"Częstochowa, ul. Czecha 8",19.1308702993992,50.837891415521,165611,,
2127071.55608647,6591018.63375362,23993,59253,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,387,258,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Stanisława Wodzickiego 105, 42-218, Częstochowa, Śląskie, POL",19.1078088924837,50.8285305917315,165614,,
2129944.18036321,6593347.27294574,23994,40265,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,575,383,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"Częstochowa, ul. Kaczmarskiego 1",19.133614115417,50.8417417667806,165615,,
2127846.34396246,6590635.68332209,23995,59358,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,324,216,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Konstantego Ildefonsa Gałczyńskiego 1, 42-218, Częstochowa, Śląskie, POL",19.1147689303932,50.8263576234847,165618,,
2129947.98181261,6593453.62547226,23996,40363,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,597,398,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"Częstochowa, ul. Witosa 3A",19.133648264418,50.8423450521273,165619,,
